yy,gear,area,flag,lat_short,lon_short,school,alb_mt,bet_mt,skj_mt,yft_mt,lat5,lon5
2015,L,WS,NZ,35S,175E,0,7.982,8.642,0.049,3.084,-32.5,177.5
2016,L,WS,NZ,35S,175E,0,5.282,20.442,0,2.478,-32.5,177.5
2017,L,WS,NZ,35S,175E,0,2.89,9.807,0.058,0.413,-32.5,177.5
2018,L,WS,NZ,35S,175E,0,8.14,10.356,0.034,0.992,-32.5,177.5
2019,L,WS,NZ,35S,175E,0,13.958,23.216,0.052,4.247,-32.5,177.5
2020,L,WS,NZ,35S,175E,0,7.458,9.182,0.066,0.882,-32.5,177.5
2001,Z,WS,NZ,35S,175E,0,0.942,0,0.027,0,-32.5,177.5
2002,Z,WS,NZ,35S,175E,0,1.408,0,0.009,0.094,-32.5,177.5
2004,Z,WS,NZ,35S,175E,0,0.023,0,0.084,0.039,-32.5,177.5
2005,Z,WS,NZ,35S,175E,0,0.19,0,0,0.019,-32.5,177.5
2007,Z,WS,NZ,35S,175E,0,0.901,0,0,0,-32.5,177.5
2019,Z,WS,NZ,35S,175E,0,0.03,0,0,0,-32.5,177.5
2020,Z,WS,NZ,35S,175E,0,0.476,0,0,0,-32.5,177.5
2020,L,WS,SB,35S,175E,0,6.158,2.994,0,0.89,-32.5,177.5
2000,L,WS,TW,35S,175E,0,4.463,0,0,0,-32.5,177.5
2009,L,WS,TW,35S,175E,0,0.16,0,0,4.027,-32.5,177.5
2010,L,WS,TW,35S,175E,0,0,2.521,0,1.528,-32.5,177.5
2011,L,WS,TW,35S,175E,0,0,0,0,0,-32.5,177.5
2012,L,WS,TW,35S,175E,0,0.4,0.364,0,0,-32.5,177.5
2013,L,WS,TW,35S,175E,0,0,0.108,0,0.05,-32.5,177.5
2015,L,WS,TW,35S,175E,0,7.211,1.65,0.021,0.175,-32.5,177.5
2016,L,WS,TW,35S,175E,0,4.872,0,0.062,3.939,-32.5,177.5
2018,L,WS,TW,35S,175E,0,18.804,3.663,0.671,1.209,-32.5,177.5
2019,L,WS,TW,35S,175E,0,76.874,9.557,0.25,0.829,-32.5,177.5
2020,L,WS,TW,35S,175E,0,3.285,0.285,0,0.064,-32.5,177.5
2001,L,WS,VU,35S,175E,0,32.196,1.385,0,1.399,-32.5,177.5
2002,L,WS,VU,35S,175E,0,3.278,0,0,0,-32.5,177.5
2003,L,WS,VU,35S,175E,0,0,0,0,0,-32.5,177.5
2005,L,WS,VU,35S,175E,0,1.21,0.2,0,0,-32.5,177.5
2006,L,WS,VU,35S,175E,0,0.501,0,0,0,-32.5,177.5
2020,L,WS,VU,35S,175E,0,0.697,0.171,0,0.035,-32.5,177.5
2002,L,WN,CN,40N,175E,0,0.073,0,0,0,42.5,177.5
2000,L,WN,JP,40N,175E,0,2.879,0.41,0,0.067,42.5,177.5
2001,L,WN,JP,40N,175E,0,1.261,0.126,0,0,42.5,177.5
2002,L,WN,JP,40N,175E,0,5.703,0.44,0,0,42.5,177.5
2003,L,WN,JP,40N,175E,0,4.054,0.337,0,0.037,42.5,177.5
2004,L,WN,JP,40N,175E,0,12.292,0.124,0,0,42.5,177.5
2005,L,WN,JP,40N,175E,0,1.836,0.56,0,0.027,42.5,177.5
2006,L,WN,JP,40N,175E,0,12.345,1.2,0,0.058,42.5,177.5
2007,L,WN,JP,40N,175E,0,18.416,0.14,0,0.026,42.5,177.5
2008,L,WN,JP,40N,175E,0,10.201,0.581,0,0.076,42.5,177.5
2009,L,WN,JP,40N,175E,0,3.735,0.59,0,0.029,42.5,177.5
2010,L,WN,JP,40N,175E,0,1.015,0.489,0,0,42.5,177.5
2011,L,WN,JP,40N,175E,0,0.885,0.44,0,0.078,42.5,177.5
2012,L,WN,JP,40N,175E,0,0.048,0,0,0,42.5,177.5
2013,L,WN,JP,40N,175E,0,1.863,2.765,0,0.153,42.5,177.5
2017,L,WN,JP,40N,175E,0,0,0,0,0,42.5,177.5
2001,P,WN,JP,40N,175E,0,1.5,0,0,0,42.5,177.5
2002,P,WN,JP,40N,175E,0,0,0,0,0,42.5,177.5
2003,P,WN,JP,40N,175E,0,21.1,0,77.3,0,42.5,177.5
2004,P,WN,JP,40N,175E,0,16.5,0,322.2,0,42.5,177.5
2005,P,WN,JP,40N,175E,0,1849.1,1,3699.2,0.6,42.5,177.5
2006,P,WN,JP,40N,175E,0,3.5,0,53,0,42.5,177.5
2007,P,WN,JP,40N,175E,0,0,0,0.2,0,42.5,177.5
2008,P,WN,JP,40N,175E,0,0,0,0,0,42.5,177.5
2009,P,WN,JP,40N,175E,0,0,0,0,0,42.5,177.5
2010,P,WN,JP,40N,175E,0,0.1,0,0,0,42.5,177.5
2011,P,WN,JP,40N,175E,0,0,0,2,0,42.5,177.5
2012,P,WN,JP,40N,175E,0,10.5,0,3418.9,0,42.5,177.5
2013,P,WN,JP,40N,175E,0,224.2,0,650,0.2,42.5,177.5
2016,P,WN,JP,40N,175E,0,0,0,0,0,42.5,177.5
2017,P,WN,JP,40N,175E,0,2.3,0,843,0,42.5,177.5
2018,P,WN,JP,40N,175E,0,0,0,67,0,42.5,177.5
2019,P,WN,JP,40N,175E,0,0,0,285,0,42.5,177.5
2020,P,WN,JP,40N,175E,0,0,0,6,0,42.5,177.5
2004,L,WN,TW,40N,175E,0,0.219,0,0,0,42.5,177.5
2011,L,WN,TW,40N,175E,0,0,0,0,0,42.5,177.5
2012,L,WN,TW,40N,175E,0,0,0,0,0,42.5,177.5
2016,L,WN,TW,40N,175E,0,0,0.348,0,0.091,42.5,177.5
2017,L,WN,TW,40N,175E,0,0.02,0,0,0,42.5,177.5
2018,L,WN,TW,40N,175E,0,0.073,0.207,0,0.639,42.5,177.5
2019,L,WN,TW,40N,175E,0,0.787,1.045,0,0.096,42.5,177.5
2020,L,WN,TW,40N,175E,0,0.658,0.993,0.286,0.445,42.5,177.5
2004,L,WN,VU,40N,175E,0,0.117,0.316,0,0,42.5,177.5
2007,L,WN,VU,40N,175E,0,0.35,0,0,0,42.5,177.5
2020,L,WN,VU,40N,175E,0,0.287,0.081,0,0,42.5,177.5
2015,L,WS,CN,40S,175E,0,1.288,0.039,0,0.014,-37.5,177.5
2001,L,WS,JP,40S,175E,0,1.525,0.854,0,0,-37.5,177.5
2009,L,WS,JP,40S,175E,0,5.449,0.074,0,0,-37.5,177.5
2003,P,WS,JP,40S,175E,0,0,0,1.2,0,-37.5,177.5
2000,L,WS,NZ,40S,175E,0,596.739,83.861,0.791,33.874,-37.5,177.5
2001,L,WS,NZ,40S,175E,0,1007.693,163.416,4.265,83.585,-37.5,177.5
2002,L,WS,NZ,40S,175E,0,1166.935,61.182,2.501,11.698,-37.5,177.5
2003,L,WS,NZ,40S,175E,0,1105.523,60.363,1.783,4.674,-37.5,177.5
2004,L,WS,NZ,40S,175E,0,672.377,42.934,1.854,6.572,-37.5,177.5
2005,L,WS,NZ,40S,175E,0,390.402,51.612,0.862,19.755,-37.5,177.5
2006,L,WS,NZ,40S,175E,0,376.874,87.264,0.42,2.524,-37.5,177.5
2007,L,WS,NZ,40S,175E,0,175.017,62.861,0.443,6.367,-37.5,177.5
2008,L,WS,NZ,40S,175E,0,205.988,96.748,0.247,9.655,-37.5,177.5
2009,L,WS,NZ,40S,175E,0,282.492,109.051,0.117,1.165,-37.5,177.5
2010,L,WS,NZ,40S,175E,0,378.199,82.223,0.092,2.287,-37.5,177.5
2011,L,WS,NZ,40S,175E,0,285.986,88.242,0.345,1.016,-37.5,177.5
2012,L,WS,NZ,40S,175E,0,151.699,70.153,0.529,0.558,-37.5,177.5
2013,L,WS,NZ,40S,175E,0,189.088,54.312,0.616,0.169,-37.5,177.5
2014,L,WS,NZ,40S,175E,0,187.987,82.979,0.358,0.666,-37.5,177.5
2015,L,WS,NZ,40S,175E,0,101.368,77.208,0.477,13.958,-37.5,177.5
2016,L,WS,NZ,40S,175E,0,176.402,97.897,0.421,23.956,-37.5,177.5
2017,L,WS,NZ,40S,175E,0,101.181,26.825,0.122,2.435,-37.5,177.5
2018,L,WS,NZ,40S,175E,0,173.319,67.663,0.266,8.267,-37.5,177.5
2019,L,WS,NZ,40S,175E,0,432.957,158.68,0.574,12.39,-37.5,177.5
2020,L,WS,NZ,40S,175E,0,124.624,35.231,0.392,6.197,-37.5,177.5
2001,P,WS,NZ,40S,175E,0,0,0,0,0,-37.5,177.5
2004,P,WS,NZ,40S,175E,0,0,0,3,0,-37.5,177.5
2005,P,WS,NZ,40S,175E,0,0,0,60.65,1.78,-37.5,177.5
2006,P,WS,NZ,40S,175E,0,0,0,0,0,-37.5,177.5
2007,P,WS,NZ,40S,175E,0,0,0,0.04,0,-37.5,177.5
2008,P,WS,NZ,40S,175E,0,0,0,0,0,-37.5,177.5
2000,Z,WS,NZ,40S,175E,0,103.51,0,0.842,0.069,-37.5,177.5
2001,Z,WS,NZ,40S,175E,0,100.214,0,8.449,4.773,-37.5,177.5
2002,Z,WS,NZ,40S,175E,0,46.017,0,0.701,0.134,-37.5,177.5
2003,Z,WS,NZ,40S,175E,0,88.884,0,0.803,0.151,-37.5,177.5
2004,Z,WS,NZ,40S,175E,0,59.156,0,1.844,1.691,-37.5,177.5
2005,Z,WS,NZ,40S,175E,0,7.854,0,0.587,0.354,-37.5,177.5
2006,Z,WS,NZ,40S,175E,0,2.459,0,0.119,0.205,-37.5,177.5
2007,Z,WS,NZ,40S,175E,0,5.353,0,0.211,0,-37.5,177.5
2008,Z,WS,NZ,40S,175E,0,16.997,0,0.378,1.76,-37.5,177.5
2009,Z,WS,NZ,40S,175E,0,9.225,0,0.301,0,-37.5,177.5
2010,Z,WS,NZ,40S,175E,0,14.284,0,0.173,0,-37.5,177.5
2011,Z,WS,NZ,40S,175E,0,4.745,0,0.678,0,-37.5,177.5
2012,Z,WS,NZ,40S,175E,0,7.828,0,0.568,0,-37.5,177.5
2013,Z,WS,NZ,40S,175E,0,15.071,0,0.719,0,-37.5,177.5
2014,Z,WS,NZ,40S,175E,0,8.07,0,1.232,0.025,-37.5,177.5
2015,Z,WS,NZ,40S,175E,0,184.467,0,0.333,0,-37.5,177.5
2016,Z,WS,NZ,40S,175E,0,905.678,0,1.666,1.625,-37.5,177.5
2017,Z,WS,NZ,40S,175E,0,42.714,0,0.306,0.019,-37.5,177.5
2018,Z,WS,NZ,40S,175E,0,28.249,0,0.336,0,-37.5,177.5
2019,Z,WS,NZ,40S,175E,0,56.307,0,0.234,0,-37.5,177.5
2020,Z,WS,NZ,40S,175E,0,257.986,0,2.585,0.341,-37.5,177.5
2001,Z,WS,US,40S,175E,0,0.157,0,0,0,-37.5,177.5
2001,L,WN,JP,45N,175E,0,0.018,0,0,0,47.5,177.5
2003,L,WN,JP,45N,175E,0,0,0,0,0,47.5,177.5
2015,L,WS,CN,45S,175E,0,1.023,0.119,0,0.182,-42.5,177.5
2002,L,WS,KR,45S,175E,0,0.1,1.267,0.007,0.581,-42.5,177.5
2000,L,WS,NZ,45S,175E,0,82.56,6.051,0.062,2.448,-42.5,177.5
2001,L,WS,NZ,45S,175E,0,194.96,5.676,0.356,2.746,-42.5,177.5
2002,L,WS,NZ,45S,175E,0,538.597,6.204,0.136,0.333,-42.5,177.5
2003,L,WS,NZ,45S,175E,0,816.097,10.16,0.891,1.53,-42.5,177.5
2004,L,WS,NZ,45S,175E,0,263.292,4.113,0.585,0.193,-42.5,177.5
2005,L,WS,NZ,45S,175E,0,70.338,3.192,0.117,1.251,-42.5,177.5
2006,L,WS,NZ,45S,175E,0,14.227,1.927,0.011,0,-42.5,177.5
2007,L,WS,NZ,45S,175E,0,22.299,7.327,0,0.214,-42.5,177.5
2008,L,WS,NZ,45S,175E,0,6.08,1.029,0,0,-42.5,177.5
2009,L,WS,NZ,45S,175E,0,7.538,3.242,0,0,-42.5,177.5
2010,L,WS,NZ,45S,175E,0,20.811,3.956,0,0,-42.5,177.5
2011,L,WS,NZ,45S,175E,0,21.264,2.04,0,0,-42.5,177.5
2012,L,WS,NZ,45S,175E,0,22.137,0.841,0,0,-42.5,177.5
2013,L,WS,NZ,45S,175E,0,14.821,0.274,0,0,-42.5,177.5
2014,L,WS,NZ,45S,175E,0,30.71,1.019,0,0,-42.5,177.5
2015,L,WS,NZ,45S,175E,0,14.024,0.189,0,0,-42.5,177.5
2016,L,WS,NZ,45S,175E,0,4.911,0.412,0,0.222,-42.5,177.5
2017,L,WS,NZ,45S,175E,0,15.518,1.235,0,0.052,-42.5,177.5
2018,L,WS,NZ,45S,175E,0,17.86,1.608,0,0.424,-42.5,177.5
2019,L,WS,NZ,45S,175E,0,99.284,4.579,0.158,0.242,-42.5,177.5
2020,L,WS,NZ,45S,175E,0,2.384,0.277,0,0,-42.5,177.5
2002,P,WS,NZ,45S,175E,0,0,0,0,0,-42.5,177.5
2004,P,WS,NZ,45S,175E,0,0,0,0,0,-42.5,177.5
2005,P,WS,NZ,45S,175E,0,0,0,0,0,-42.5,177.5
2006,P,WS,NZ,45S,175E,0,0,0,0,0,-42.5,177.5
2007,P,WS,NZ,45S,175E,0,0,0,0,0,-42.5,177.5
2008,P,WS,NZ,45S,175E,0,0,0,0,0,-42.5,177.5
2000,Z,WS,NZ,45S,175E,0,17.343,0,1.172,0.041,-42.5,177.5
2001,Z,WS,NZ,45S,175E,0,93.42,0,3.906,0.114,-42.5,177.5
2002,Z,WS,NZ,45S,175E,0,35.172,0,0.473,0,-42.5,177.5
2003,Z,WS,NZ,45S,175E,0,64.76,0,0.777,0,-42.5,177.5
2004,Z,WS,NZ,45S,175E,0,8.225,0,0.164,0,-42.5,177.5
2005,Z,WS,NZ,45S,175E,0,12.721,0,0.139,0,-42.5,177.5
2006,Z,WS,NZ,45S,175E,0,0.73,0,0,0,-42.5,177.5
2007,Z,WS,NZ,45S,175E,0,6.789,0,0.318,0,-42.5,177.5
2008,Z,WS,NZ,45S,175E,0,35.381,0,1.729,0,-42.5,177.5
2009,Z,WS,NZ,45S,175E,0,8.857,0,0.035,0,-42.5,177.5
2010,Z,WS,NZ,45S,175E,0,35.138,0,0.125,0,-42.5,177.5
2011,Z,WS,NZ,45S,175E,0,34.117,0,1.201,0,-42.5,177.5
2012,Z,WS,NZ,45S,175E,0,79.651,0,1.284,0,-42.5,177.5
2013,Z,WS,NZ,45S,175E,0,76.008,0,0.27,0,-42.5,177.5
2014,Z,WS,NZ,45S,175E,0,76.856,0,3.236,0,-42.5,177.5
2015,Z,WS,NZ,45S,175E,0,0.519,0,0.053,0,-42.5,177.5
2016,Z,WS,NZ,45S,175E,0,40.603,0,0.174,0.02,-42.5,177.5
2017,Z,WS,NZ,45S,175E,0,187.672,0,0.315,0,-42.5,177.5
2018,Z,WS,NZ,45S,175E,0,122.552,0,0.874,0,-42.5,177.5
2019,Z,WS,NZ,45S,175E,0,93.236,0,3.306,0,-42.5,177.5
2020,Z,WS,NZ,45S,175E,0,60.531,0,0.446,0,-42.5,177.5
2000,L,WS,NZ,50S,175E,0,0.113,0,0,0.034,-47.5,177.5
2003,L,WS,NZ,50S,175E,0,0,0,0,0,-47.5,177.5
2020,L,WS,NZ,50S,175E,0,0,0,0,0,-47.5,177.5
2002,Z,WS,NZ,50S,175E,0,0.353,0,0,0,-47.5,177.5
2016,L,WN,CK,00N,175W,0,0,3.967,0.277,2.947,2.5,187.5
2004,L,WN,CN,00N,175W,0,0,29.35,0,33.975,2.5,187.5
2008,L,WN,CN,00N,175W,0,0,168.659,0,28.897,2.5,187.5
2009,L,WN,CN,00N,175W,0,0.991,324.981,0,46.178,2.5,187.5
2010,L,WN,CN,00N,175W,0,1.089,405.446,0,33.695,2.5,187.5
2011,L,WN,CN,00N,175W,0,1.817,123.048,0,26.837,2.5,187.5
2012,L,WN,CN,00N,175W,0,3.602,38.122,0,8.074,2.5,187.5
2013,L,WN,CN,00N,175W,0,3.063,212.207,0,28.952,2.5,187.5
2014,L,WN,CN,00N,175W,0,3.802,368.637,0,90.995,2.5,187.5
2015,L,WN,CN,00N,175W,0,6.76,259.502,0,140.972,2.5,187.5
2016,L,WN,CN,00N,175W,0,10.122,279.929,0,88.4,2.5,187.5
2017,L,WN,CN,00N,175W,0,0.105,99.538,0,26.303,2.5,187.5
2018,L,WN,CN,00N,175W,0,7.532,134.132,0,62.282,2.5,187.5
2019,L,WN,CN,00N,175W,0,9.249,278.799,0,88.598,2.5,187.5
2020,L,WN,CN,00N,175W,0,3.933,85.681,0,47.637,2.5,187.5
2004,L,WN,ES,00N,175W,0,0,0.39,0,0,2.5,187.5
2012,L,WN,FJ,00N,175W,0,0,0.102,0,0,2.5,187.5
2013,L,WN,FJ,00N,175W,0,0.034,1.458,0,2.359,2.5,187.5
2014,L,WN,FJ,00N,175W,0,0.024,3.581,0.25,0.619,2.5,187.5
2015,L,WN,FJ,00N,175W,0,0.17,25.311,0.995,8.513,2.5,187.5
2016,L,WN,FJ,00N,175W,0,0.055,15.711,1.706,8.031,2.5,187.5
2018,L,WN,FJ,00N,175W,0,0,0.686,0.058,0.198,2.5,187.5
2013,L,WN,FM,00N,175W,0,0,0.055,0,0,2.5,187.5
2014,L,WN,ID,00N,175W,0,0.02,32.228,0,3.532,2.5,187.5
2000,L,WN,JP,00N,175W,0,3.948,177.147,0,209.475,2.5,187.5
2001,L,WN,JP,00N,175W,0,4.855,137.492,0,175.55,2.5,187.5
2002,L,WN,JP,00N,175W,0,17.346,183.115,0,54.96,2.5,187.5
2003,L,WN,JP,00N,175W,0,1.569,22.004,0,24.512,2.5,187.5
2004,L,WN,JP,00N,175W,0,4.792,276.426,0,225.229,2.5,187.5
2005,L,WN,JP,00N,175W,0,1.086,89.61,0,66.713,2.5,187.5
2006,L,WN,JP,00N,175W,0,0.112,34.683,0,13.835,2.5,187.5
2007,L,WN,JP,00N,175W,0,2.039,324.694,0,82.426,2.5,187.5
2008,L,WN,JP,00N,175W,0,0.664,149.039,0,30.879,2.5,187.5
2009,L,WN,JP,00N,175W,0,0.272,75.401,0,15.609,2.5,187.5
2010,L,WN,JP,00N,175W,0,1.98,195.431,0,33.805,2.5,187.5
2011,L,WN,JP,00N,175W,0,0.015,5.892,0,2.177,2.5,187.5
2012,L,WN,JP,00N,175W,0,0.222,41.884,0,10.051,2.5,187.5
2013,L,WN,JP,00N,175W,0,0.28,62.903,0,19.216,2.5,187.5
2014,L,WN,JP,00N,175W,0,0.349,110.927,0,17.479,2.5,187.5
2016,L,WN,JP,00N,175W,0,0,45.616,0,0.96,2.5,187.5
2017,L,WN,JP,00N,175W,0,0,10.098,0,1.096,2.5,187.5
2018,L,WN,JP,00N,175W,0,0,10.575,0,0.9,2.5,187.5
2003,P,WN,JP,00N,175W,0,0,0,4,0,2.5,187.5
2009,P,WN,JP,00N,175W,0,0,0,120.6,0.5,2.5,187.5
2010,P,WN,JP,00N,175W,0,0,0,143.5,4.5,2.5,187.5
2003,L,WN,KI,00N,175W,0,0,0.207,0,0.379,2.5,187.5
2012,L,WN,KI,00N,175W,0,0.568,9.805,0,1.14,2.5,187.5
2013,L,WN,KI,00N,175W,0,0,0.469,0,0.04,2.5,187.5
2015,L,WN,KI,00N,175W,0,0,21.987,0.88,6.219,2.5,187.5
2016,L,WN,KI,00N,175W,0,0.066,1.181,0.044,0.873,2.5,187.5
2020,L,WN,KI,00N,175W,0,0,4.139,0,5.803,2.5,187.5
2009,P,WN,KI,00N,175W,0,0,0,25.693,0,2.5,187.5
2000,L,WN,KR,00N,175W,0,2.503,348.418,0.112,348.381,2.5,187.5
2001,L,WN,KR,00N,175W,0,0.573,123.872,0,95.17,2.5,187.5
2002,L,WN,KR,00N,175W,0,25.722,1212.569,0.027,360.842,2.5,187.5
2003,L,WN,KR,00N,175W,0,9.204,423.272,0.531,305.831,2.5,187.5
2004,L,WN,KR,00N,175W,0,10.395,827.534,0.478,609.8,2.5,187.5
2005,L,WN,KR,00N,175W,0,4.653,1281.897,0.369,427.698,2.5,187.5
2006,L,WN,KR,00N,175W,0,2.946,837.861,0,431.512,2.5,187.5
2007,L,WN,KR,00N,175W,0,2.069,415.024,0.008,106.843,2.5,187.5
2008,L,WN,KR,00N,175W,0,1.705,831.454,0.994,242.285,2.5,187.5
2009,L,WN,KR,00N,175W,0,5.808,736.021,0.379,174.806,2.5,187.5
2010,L,WN,KR,00N,175W,0,17.09,1281.54,0.73,200.116,2.5,187.5
2011,L,WN,KR,00N,175W,0,1.323,333.88,0.704,126.94,2.5,187.5
2012,L,WN,KR,00N,175W,0,1.436,345.937,4.953,54.36,2.5,187.5
2013,L,WN,KR,00N,175W,0,2.906,253.887,0.602,69.32,2.5,187.5
2014,L,WN,KR,00N,175W,0,1.642,303.91,2.853,91.093,2.5,187.5
2015,L,WN,KR,00N,175W,0,1.912,225.679,2.569,119.004,2.5,187.5
2016,L,WN,KR,00N,175W,0,5.367,310.926,4.383,196.979,2.5,187.5
2017,L,WN,KR,00N,175W,0,0.105,831.252,13.415,199.623,2.5,187.5
2018,L,WN,KR,00N,175W,0,0.096,375.6,10.725,180.92,2.5,187.5
2019,L,WN,KR,00N,175W,0,3.441,768.337,28.857,694.023,2.5,187.5
2020,L,WN,KR,00N,175W,0,0.829,406.568,12.89,314.773,2.5,187.5
2012,L,WN,TV,00N,175W,0,2.882,30.261,0,3.11,2.5,187.5
2013,L,WN,TV,00N,175W,0,0.015,1.88,0,0.76,2.5,187.5
2014,L,WN,TV,00N,175W,0,0,5.77,0.26,2.04,2.5,187.5
2000,L,WN,TW,00N,175W,0,0.636,34.397,0,22.347,2.5,187.5
2001,L,WN,TW,00N,175W,0,0,0.565,0,8.967,2.5,187.5
2002,L,WN,TW,00N,175W,0,0.1,17.487,0,4.115,2.5,187.5
2003,L,WN,TW,00N,175W,0,1.346,31.133,0.41,6.42,2.5,187.5
2004,L,WN,TW,00N,175W,0,2.844,76.193,0,78.832,2.5,187.5
2005,L,WN,TW,00N,175W,0,3.261,165.307,1.202,72.29,2.5,187.5
2006,L,WN,TW,00N,175W,0,0.577,57.907,0.03,44.37,2.5,187.5
2007,L,WN,TW,00N,175W,0,0,5.558,0,0.622,2.5,187.5
2008,L,WN,TW,00N,175W,0,2.898,99.402,0.169,24.992,2.5,187.5
2009,L,WN,TW,00N,175W,0,3.537,69.022,0,19.166,2.5,187.5
2010,L,WN,TW,00N,175W,0,3.877,145.607,0.15,21.386,2.5,187.5
2011,L,WN,TW,00N,175W,0,3.842,130.042,0.284,34.786,2.5,187.5
2012,L,WN,TW,00N,175W,0,1.531,51.218,0.174,8.422,2.5,187.5
2013,L,WN,TW,00N,175W,0,1.058,69.147,0.177,18.073,2.5,187.5
2014,L,WN,TW,00N,175W,0,0.02,11.459,0,4.567,2.5,187.5
2015,L,WN,TW,00N,175W,0,0.018,159.936,0.017,33.155,2.5,187.5
2016,L,WN,TW,00N,175W,0,0.492,265.614,0.043,36.797,2.5,187.5
2017,L,WN,TW,00N,175W,0,0,106.074,2.738,27.853,2.5,187.5
2018,L,WN,TW,00N,175W,0,0.03,111.474,10.971,50.403,2.5,187.5
2019,L,WN,TW,00N,175W,0,16.21,237.19,7.773,199.026,2.5,187.5
2020,L,WN,TW,00N,175W,0,0,40.595,2.791,21.134,2.5,187.5
2004,L,WN,VU,00N,175W,0,0,2.955,0,0.062,2.5,187.5
2005,L,WN,VU,00N,175W,0,0.269,11.536,0,3.666,2.5,187.5
2006,L,WN,VU,00N,175W,0,0.847,2.479,0,2.243,2.5,187.5
2008,L,WN,VU,00N,175W,0,0,7.447,0,2.223,2.5,187.5
2009,L,WN,VU,00N,175W,0,1.833,1.039,0,0.023,2.5,187.5
2010,L,WN,VU,00N,175W,0,0.417,15.827,0,1.487,2.5,187.5
2011,L,WN,VU,00N,175W,0,0.099,93.017,0,18.142,2.5,187.5
2012,L,WN,VU,00N,175W,0,0.134,0.474,0.047,1.186,2.5,187.5
2013,L,WN,VU,00N,175W,0,0.03,12.427,1.015,14.68,2.5,187.5
2014,L,WN,VU,00N,175W,0,0.059,11.921,0.013,2.526,2.5,187.5
2015,L,WN,VU,00N,175W,0,1.911,283.74,0.617,54.18,2.5,187.5
2016,L,WN,VU,00N,175W,0,0.493,200.726,0.868,26.892,2.5,187.5
2017,L,WN,VU,00N,175W,0,4.707,233.954,1.479,19.999,2.5,187.5
2018,L,WN,VU,00N,175W,0,0,72.153,0,14.284,2.5,187.5
2019,L,WN,VU,00N,175W,0,1.775,141.362,1.397,36.513,2.5,187.5
2020,L,WN,VU,00N,175W,0,0,51.481,0.08,16.968,2.5,187.5
2013,P,WN,VU,00N,175W,0,0,0,1.3,0,2.5,187.5
2016,L,WN,CK,05N,175W,0,0,2.736,0,0.205,7.5,187.5
2005,L,WN,CN,05N,175W,0,0.204,44.414,0,10.827,7.5,187.5
2010,L,WN,CN,05N,175W,0,7.028,254.593,0,32.091,7.5,187.5
2011,L,WN,CN,05N,175W,0,5.23,17.128,0,5.988,7.5,187.5
2012,L,WN,CN,05N,175W,0,3.381,38.468,0,5.59,7.5,187.5
2013,L,WN,CN,05N,175W,0,25.722,426.065,0,13.281,7.5,187.5
2014,L,WN,CN,05N,175W,0,4.253,117.236,0,18.193,7.5,187.5
2015,L,WN,CN,05N,175W,0,4.388,243.634,0,34.593,7.5,187.5
2016,L,WN,CN,05N,175W,0,5.03,199.816,0,37.358,7.5,187.5
2017,L,WN,CN,05N,175W,0,8.657,193.924,0,66.721,7.5,187.5
2018,L,WN,CN,05N,175W,0,14.323,230.829,0,114.634,7.5,187.5
2019,L,WN,CN,05N,175W,0,2.488,124.432,0,21.7,7.5,187.5
2020,L,WN,CN,05N,175W,0,0.161,23.128,0,8.634,7.5,187.5
2004,L,WN,ES,05N,175W,0,0,0,0,0,7.5,187.5
2012,L,WN,FJ,05N,175W,0,0.064,9.821,0,0.754,7.5,187.5
2013,L,WN,FJ,05N,175W,0,0.037,1.45,0.03,0.43,7.5,187.5
2015,L,WN,FJ,05N,175W,0,0,2.008,0,0.044,7.5,187.5
2016,L,WN,FJ,05N,175W,0,0,0.891,0,0.057,7.5,187.5
2018,L,WN,FJ,05N,175W,0,0,0.608,0.006,0.121,7.5,187.5
2019,L,WN,FJ,05N,175W,0,0,0.413,0.185,0.016,7.5,187.5
2013,L,WN,FM,05N,175W,0,0.082,5.619,0,3.467,7.5,187.5
2000,L,WN,JP,05N,175W,0,0.333,46.583,0,34.044,7.5,187.5
2001,L,WN,JP,05N,175W,0,0.42,8.569,0,11.936,7.5,187.5
2002,L,WN,JP,05N,175W,0,0.363,56.512,0,11.61,7.5,187.5
2003,L,WN,JP,05N,175W,0,1.111,80.895,0,36.508,7.5,187.5
2004,L,WN,JP,05N,175W,0,0.271,143.998,0,67.455,7.5,187.5
2005,L,WN,JP,05N,175W,0,0.128,44.562,0,16.274,7.5,187.5
2006,L,WN,JP,05N,175W,0,0.07,29.015,0,9.119,7.5,187.5
2007,L,WN,JP,05N,175W,0,0.268,89.459,0,20.192,7.5,187.5
2008,L,WN,JP,05N,175W,0,0,39.636,0,5.935,7.5,187.5
2009,L,WN,JP,05N,175W,0,0.034,15.632,0,4.831,7.5,187.5
2010,L,WN,JP,05N,175W,0,0.21,79.237,0,7.37,7.5,187.5
2011,L,WN,JP,05N,175W,0,0.088,11.308,0,3.186,7.5,187.5
2012,L,WN,JP,05N,175W,0,0.112,29.197,0,4.75,7.5,187.5
2013,L,WN,JP,05N,175W,0,0.049,2.331,0,0.474,7.5,187.5
2014,L,WN,JP,05N,175W,0,0.023,2.112,0,1.099,7.5,187.5
2015,L,WN,JP,05N,175W,0,0.044,26.295,0,1.656,7.5,187.5
2016,L,WN,JP,05N,175W,0,0,44.882,0,0.448,7.5,187.5
2017,L,WN,JP,05N,175W,0,0,22.608,0,3.681,7.5,187.5
